transaction_id,date,product_id,product_name,quantity,unit_price,total_amount,customer_id,customer_name,industry,region,sales_rep,payment_method,status,fiscal_quarter
TXN174,2023-06-10,SKU-1004,Implementation Services,12,500,6000,CUST-106,CloudBridge LLC,Technology,West,Sarah Jones,ACH,Pending,Q2 2023
TXN175,2023-06-13,SKU-1005,Training Enablement,8,800,6400,CUST-107,Meridian Systems,Healthcare,Southeast,Mike Chen,CC,Completed,Q2 2023
TXN176,2023-06-16,SKU-1001,Cloud License Annual,3,2000,6000,CUST-108,Apex Analytics,Financial Services,Northeast,John Smith,Wire,Completed,Q2 2023
TXN177,2023-06-19,SKU-1002,Support Package Premium,6,1500,9000,CUST-109,Summit Financial,Financial Services,Northeast,John Smith,ACH,Completed,Q2 2023
TXN178,2023-06-22,SKU-1003,Data Analytics Module,3,5000,15000,CUST-110,Riverstone Tech,SaaS,West,Sarah Jones,CC,Completed,Q2 2023
TXN179,2023-06-25,SKU-1004,Implementation Services,11,500,5500,CUST-111,BlueSky Ventures,Technology,Midwest,Emily Davis,ACH,Completed,Q2 2023
TXN180,2023-06-28,SKU-1005,Training Enablement,6,800,4800,CUST-112,PeakData Corp,Consulting,Southwest,Robert Taylor,CC,Completed,Q2 2023
TXN181,2023-07-01,SKU-1001,Cloud License Annual,5,2000,10000,CUST-113,Horizon Group,Healthcare,Southeast,Mike Chen,Wire,Completed,Q3 2023
TXN182,2023-07-04,SKU-1002,Support Package Premium,4,1500,6000,CUST-114,Sterling Partners,Consulting,Northeast,John Smith,ACH,Completed,Q3 2023
TXN183,2023-07-07,SKU-1003,Data Analytics Module,7,5000,35000,CUST-115,Quantum Analytics,Technology,West,Sarah Jones,CC,Completed,Q3 2023
TXN184,2023-07-10,SKU-1004,Implementation Services,19,500,9500,CUST-101,Acme Corp,Technology,Northeast,John Smith,ACH,Completed,Q3 2023
TXN185,2023-07-13,SKU-1005,Training Enablement,5,800,4000,CUST-102,TechFlow Inc,SaaS,West,Sarah Jones,CC,Completed,Q3 2023
TXN186,2023-07-16,SKU-1001,Cloud License Annual,8,2000,16000,CUST-103,FinServe Partners,Financial Services,Southeast,Mike Chen,Wire,Completed,Q3 2023
TXN187,2023-07-19,SKU-1002,Support Package Premium,5,1500,7500,CUST-104,DataVault Solutions,Technology,Midwest,Emily Davis,ACH,Cancelled,Q3 2023
TXN188,2023-07-22,SKU-1003,Data Analytics Module,4,5000,20000,CUST-105,Nexus Consulting,Consulting,Southwest,Robert Taylor,CC,Completed,Q3 2023
TXN189,2023-07-25,SKU-1004,Implementation Services,8,500,4000,CUST-106,CloudBridge LLC,Technology,West,Sarah Jones,ACH,Completed,Q3 2023
TXN190,2023-07-28,SKU-1005,Training Enablement,9,800,7200,CUST-107,Meridian Systems,Healthcare,Southeast,Mike Chen,CC,Completed,Q3 2023
TXN191,2023-07-31,SKU-1001,Cloud License Annual,6,2000,12000,CUST-108,Apex Analytics,Financial Services,Northeast,John Smith,Wire,Completed,Q3 2023
TXN192,2023-08-03,SKU-1002,Support Package Premium,7,1500,10500,CUST-109,Summit Financial,Financial Services,Northeast,John Smith,ACH,Completed,Q3 2023
TXN193,2023-08-06,SKU-1003,Data Analytics Module,5,5000,25000,CUST-110,Riverstone Tech,SaaS,West,Sarah Jones,CC,Pending,Q3 2023
TXN194,2023-08-09,SKU-1004,Implementation Services,13,500,6500,CUST-111,BlueSky Ventures,Technology,Midwest,Emily Davis,ACH,Completed,Q3 2023
TXN195,2023-08-12,SKU-1005,Training Enablement,4,800,3200,CUST-112,PeakData Corp,Consulting,Southwest,Robert Taylor,CC,Completed,Q3 2023
TXN196,2023-08-15,SKU-1001,Cloud License Annual,9,2000,18000,CUST-113,Horizon Group,Healthcare,Southeast,Mike Chen,Wire,Completed,Q3 2023
TXN197,2023-08-18,SKU-1002,Support Package Premium,3,1500,4500,CUST-114,Sterling Partners,Consulting,Northeast,John Smith,ACH,Completed,Q3 2023
TXN198,2023-08-21,SKU-1003,Data Analytics Module,6,5000,30000,CUST-115,Quantum Analytics,Technology,West,Sarah Jones,CC,Completed,Q3 2023
TXN199,2023-08-24,SKU-1004,Implementation Services,16,500,8000,CUST-101,Acme Corp,Technology,Northeast,John Smith,ACH,Completed,Q3 2023
TXN200,2023-08-27,SKU-1005,Training Enablement,7,800,5600,CUST-102,TechFlow Inc,SaaS,West,Sarah Jones,CC,Completed,Q3 2023
TXN201,2023-08-30,SKU-1001,Cloud License Annual,4,2000,8000,CUST-103,FinServe Partners,Financial Services,Southeast,Mike Chen,Wire,Completed,Q3 2023
TXN202,2023-09-02,SKU-1002,Support Package Premium,6,1500,9000,CUST-104,DataVault Solutions,Technology,Midwest,Emily Davis,ACH,Completed,Q3 2023
TXN203,2023-09-05,SKU-1003,Data Analytics Module,3,5000,15000,CUST-105,Nexus Consulting,Consulting,Southwest,Robert Taylor,CC,Completed,Q3 2023
TXN204,2023-09-08,SKU-1004,Implementation Services,10,500,5000,CUST-106,CloudBridge LLC,Technology,West,Sarah Jones,ACH,Completed,Q3 2023
TXN205,2023-09-11,SKU-1005,Training Enablement,5,800,4000,CUST-107,Meridian Systems,Healthcare,Southeast,Mike Chen,CC,Completed,Q3 2023
TXN206,2023-09-14,SKU-1001,Cloud License Annual,7,2000,14000,CUST-108,Apex Analytics,Financial Services,Northeast,John Smith,Wire,Completed,Q3 2023
TXN207,2023-09-17,SKU-1002,Support Package Premium,4,1500,6000,CUST-109,Summit Financial,Financial Services,Northeast,John Smith,ACH,Completed,Q3 2023
TXN208,2023-09-20,SKU-1003,Data Analytics Module,8,5000,40000,CUST-110,Riverstone Tech,SaaS,West,Sarah Jones,CC,Cancelled,Q3 2023
TXN209,2023-09-23,SKU-1004,Implementation Services,7,500,3500,CUST-111,BlueSky Ventures,Technology,Midwest,Emily Davis,ACH,Completed,Q3 2023
TXN210,2023-09-26,SKU-1005,Training Enablement,6,800,4800,CUST-112,PeakData Corp,Consulting,Southwest,Robert Taylor,CC,Completed,Q3 2023
TXN211,2023-09-29,SKU-1001,Cloud License Annual,5,2000,10000,CUST-113,Horizon Group,Healthcare,Southeast,Mike Chen,Wire,Completed,Q3 2023
TXN212,2023-10-01,SKU-1002,Support Package Premium,8,1500,12000,CUST-114,Sterling Partners,Consulting,Northeast,John Smith,ACH,Completed,Q4 2023
TXN213,2023-10-04,SKU-1003,Data Analytics Module,4,5000,20000,CUST-115,Quantum Analytics,Technology,West,Sarah Jones,CC,Completed,Q4 2023
TXN214,2023-10-07,SKU-1004,Implementation Services,15,500,7500,CUST-101,Acme Corp,Technology,Northeast,John Smith,ACH,Completed,Q4 2023
TXN215,2023-10-10,SKU-1005,Training Enablement,5,800,4000,CUST-102,TechFlow Inc,SaaS,West,Sarah Jones,CC,Pending,Q4 2023
TXN216,2023-10-13,SKU-1001,Cloud License Annual,8,2000,16000,CUST-103,FinServe Partners,Financial Services,Southeast,Mike Chen,Wire,Completed,Q4 2023
TXN217,2023-10-16,SKU-1002,Support Package Premium,3,1500,4500,CUST-104,DataVault Solutions,Technology,Midwest,Emily Davis,ACH,Completed,Q4 2023
TXN218,2023-10-19,SKU-1003,Data Analytics Module,7,5000,35000,CUST-105,Nexus Consulting,Consulting,Southwest,Robert Taylor,CC,Completed,Q4 2023
TXN219,2023-10-22,SKU-1004,Implementation Services,11,500,5500,CUST-106,CloudBridge LLC,Technology,West,Sarah Jones,ACH,Completed,Q4 2023
TXN220,2023-10-25,SKU-1005,Training Enablement,4,800,3200,CUST-107,Meridian Systems,Healthcare,Southeast,Mike Chen,CC,Completed,Q4 2023
TXN221,2023-10-28,SKU-1001,Cloud License Annual,6,2000,12000,CUST-108,Apex Analytics,Financial Services,Northeast,John Smith,Wire,Completed,Q4 2023
TXN222,2023-10-31,SKU-1002,Support Package Premium,5,1500,7500,CUST-109,Summit Financial,Financial Services,Northeast,John Smith,ACH,Completed,Q4 2023
TXN223,2023-11-03,SKU-1003,Data Analytics Module,3,5000,15000,CUST-110,Riverstone Tech,SaaS,West,Sarah Jones,CC,Completed,Q4 2023
TXN224,2023-11-06,SKU-1004,Implementation Services,18,500,9000,CUST-111,BlueSky Ventures,Technology,Midwest,Emily Davis,ACH,Completed,Q4 2023
TXN225,2023-11-09,SKU-1005,Training Enablement,7,800,5600,CUST-112,PeakData Corp,Consulting,Southwest,Robert Taylor,CC,Completed,Q4 2023
TXN226,2023-11-12,SKU-1001,Cloud License Annual,4,2000,8000,CUST-113,Horizon Group,Healthcare,Southeast,Mike Chen,Wire,Cancelled,Q4 2023
TXN227,2023-11-15,SKU-1002,Support Package Premium,6,1500,9000,CUST-114,Sterling Partners,Consulting,Northeast,John Smith,ACH,Completed,Q4 2023
TXN228,2023-11-18,SKU-1003,Data Analytics Module,5,5000,25000,CUST-115,Quantum Analytics,Technology,West,Sarah Jones,CC,Completed,Q4 2023
TXN229,2023-11-21,SKU-1004,Implementation Services,14,500,7000,CUST-101,Acme Corp,Technology,Northeast,John Smith,ACH,Completed,Q4 2023
TXN230,2023-11-24,SKU-1005,Training Enablement,8,800,6400,CUST-102,TechFlow Inc,SaaS,West,Sarah Jones,CC,Completed,Q4 2023
TXN231,2023-11-27,SKU-1001,Cloud License Annual,9,2000,18000,CUST-103,FinServe Partners,Financial Services,Southeast,Mike Chen,Wire,Completed,Q4 2023
TXN232,2023-11-30,SKU-1002,Support Package Premium,4,1500,6000,CUST-104,DataVault Solutions,Technology,Midwest,Emily Davis,ACH,Completed,Q4 2023
TXN233,2023-12-03,SKU-1003,Data Analytics Module,6,5000,30000,CUST-105,Nexus Consulting,Consulting,Southwest,Robert Taylor,CC,Completed,Q4 2023
TXN234,2023-12-06,SKU-1004,Implementation Services,13,500,6500,CUST-106,CloudBridge LLC,Technology,West,Sarah Jones,ACH,Pending,Q4 2023
TXN235,2023-12-09,SKU-1005,Training Enablement,5,800,4000,CUST-107,Meridian Systems,Healthcare,Southeast,Mike Chen,CC,Completed,Q4 2023
TXN236,2023-12-12,SKU-1001,Cloud License Annual,7,2000,14000,CUST-108,Apex Analytics,Financial Services,Northeast,John Smith,Wire,Completed,Q4 2023
TXN237,2023-12-15,SKU-1002,Support Package Premium,5,1500,7500,CUST-109,Summit Financial,Financial Services,Northeast,John Smith,ACH,Completed,Q4 2023
TXN238,2023-12-18,SKU-1003,Data Analytics Module,4,5000,20000,CUST-110,Riverstone Tech,SaaS,West,Sarah Jones,CC,Completed,Q4 2023
TXN239,2023-12-21,SKU-1004,Implementation Services,9,500,4500,CUST-111,BlueSky Ventures,Technology,Midwest,Emily Davis,ACH,Completed,Q4 2023
TXN240,2023-12-24,SKU-1005,Training Enablement,6,800,4800,CUST-112,PeakData Corp,Consulting,Southwest,Robert Taylor,CC,Completed,Q4 2023
TXN241,2023-12-27,SKU-1001,Cloud License Annual,3,2000,6000,CUST-113,Horizon Group,Healthcare,Southeast,Mike Chen,Wire,Completed,Q4 2023
TXN242,2023-12-30,SKU-1002,Support Package Premium,7,1500,10500,CUST-114,Sterling Partners,Consulting,Northeast,John Smith,ACH,Completed,Q4 2023
TXN243,2024-01-03,SKU-1003,Data Analytics Module,5,5000,25000,CUST-115,Quantum Analytics,Technology,West,Sarah Jones,CC,Completed,Q1 2024
TXN244,2024-01-06,SKU-1004,Implementation Services,16,500,8000,CUST-101,Acme Corp,Technology,Northeast,John Smith,ACH,Completed,Q1 2024
TXN245,2024-01-09,SKU-1005,Training Enablement,4,800,3200,CUST-102,TechFlow Inc,SaaS,West,Sarah Jones,CC,Completed,Q1 2024
TXN246,2024-01-12,SKU-1001,Cloud License Annual,7,2000,14000,CUST-103,FinServe Partners,Financial Services,Southeast,Mike Chen,Wire,Completed,Q1 2024
TXN247,2024-01-15,SKU-1002,Support Package Premium,3,1500,4500,CUST-104,DataVault Solutions,Technology,Midwest,Emily Davis,ACH,Completed,Q1 2024
TXN248,2024-01-18,SKU-1003,Data Analytics Module,8,5000,40000,CUST-105,Nexus Consulting,Consulting,Southwest,Robert Taylor,CC,Completed,Q1 2024
TXN249,2024-01-21,SKU-1004,Implementation Services,10,500,5000,CUST-106,CloudBridge LLC,Technology,West,Sarah Jones,ACH,Completed,Q1 2024
TXN250,2024-01-24,SKU-1005,Training Enablement,5,800,4000,CUST-107,Meridian Systems,Healthcare,Southeast,Mike Chen,CC,Pending,Q1 2024
TXN251,2024-01-27,SKU-1001,Cloud License Annual,6,2000,12000,CUST-108,Apex Analytics,Financial Services,Northeast,John Smith,Wire,Completed,Q1 2024
TXN252,2024-01-30,SKU-1002,Support Package Premium,4,1500,6000,CUST-109,Summit Financial,Financial Services,Northeast,John Smith,ACH,Completed,Q1 2024
TXN253,2024-02-02,SKU-1003,Data Analytics Module,3,5000,15000,CUST-110,Riverstone Tech,SaaS,West,Sarah Jones,CC,Completed,Q1 2024
TXN254,2024-02-05,SKU-1004,Implementation Services,12,500,6000,CUST-111,BlueSky Ventures,Technology,Midwest,Emily Davis,ACH,Completed,Q1 2024
TXN255,2024-02-08,SKU-1005,Training Enablement,7,800,5600,CUST-112,PeakData Corp,Consulting,Southwest,Robert Taylor,CC,Completed,Q1 2024
TXN256,2024-02-11,SKU-1001,Cloud License Annual,5,2000,10000,CUST-113,Horizon Group,Healthcare,Southeast,Mike Chen,Wire,Completed,Q1 2024
TXN257,2024-02-14,SKU-1002,Support Package Premium,6,1500,9000,CUST-114,Sterling Partners,Consulting,Northeast,John Smith,ACH,Completed,Q1 2024
TXN258,2024-02-17,SKU-1003,Data Analytics Module,4,5000,20000,CUST-115,Quantum Analytics,Technology,West,Sarah Jones,CC,Completed,Q1 2024
TXN259,2024-02-20,SKU-1004,Implementation Services,15,500,7500,CUST-101,Acme Corp,Technology,Northeast,John Smith,ACH,Completed,Q1 2024
TXN260,2024-02-23,SKU-1005,Training Enablement,3,800,2400,CUST-102,TechFlow Inc,SaaS,West,Sarah Jones,CC,Completed,Q1 2024
TXN261,2024-02-26,SKU-1001,Cloud License Annual,8,2000,16000,CUST-103,FinServe Partners,Financial Services,Southeast,Mike Chen,Wire,Cancelled,Q1 2024
TXN262,2024-03-01,SKU-1002,Support Package Premium,5,1500,7500,CUST-104,DataVault Solutions,Technology,Midwest,Emily Davis,ACH,Completed,Q1 2024
TXN263,2024-03-04,SKU-1003,Data Analytics Module,6,5000,30000,CUST-105,Nexus Consulting,Consulting,Southwest,Robert Taylor,CC,Completed,Q1 2024
TXN264,2024-03-07,SKU-1004,Implementation Services,11,500,5500,CUST-106,CloudBridge LLC,Technology,West,Sarah Jones,ACH,Completed,Q1 2024
TXN265,2024-03-10,SKU-1005,Training Enablement,6,800,4800,CUST-107,Meridian Systems,Healthcare,Southeast,Mike Chen,CC,Completed,Q1 2024
TXN266,2024-03-13,SKU-1001,Cloud License Annual,4,2000,8000,CUST-108,Apex Analytics,Financial Services,Northeast,John Smith,Wire,Completed,Q1 2024
TXN267,2024-03-16,SKU-1002,Support Package Premium,7,1500,10500,CUST-109,Summit Financial,Financial Services,Northeast,John Smith,ACH,Completed,Q1 2024
TXN268,2024-03-19,SKU-1003,Data Analytics Module,5,5000,25000,CUST-110,Riverstone Tech,SaaS,West,Sarah Jones,CC,Completed,Q1 2024
TXN269,2024-03-22,SKU-1004,Implementation Services,14,500,7000,CUST-111,BlueSky Ventures,Technology,Midwest,Emily Davis,ACH,Pending,Q1 2024
TXN270,2024-03-25,SKU-1005,Training Enablement,8,800,6400,CUST-112,PeakData Corp,Consulting,Southwest,Robert Taylor,CC,Completed,Q1 2024
TXN271,2024-03-28,SKU-1001,Cloud License Annual,6,2000,12000,CUST-113,Horizon Group,Healthcare,Southeast,Mike Chen,Wire,Completed,Q1 2024
TXN272,2024-03-31,SKU-1002,Support Package Premium,4,1500,6000,CUST-114,Sterling Partners,Consulting,Northeast,John Smith,ACH,Completed,Q1 2024
TXN273,2023-01-03,SKU-1003,Data Analytics Module,2,5000,10000,CUST-115,Quantum Analytics,Technology,West,Sarah Jones,CC,Completed,Q1 2023
TXN274,2023-01-06,SKU-1004,Implementation Services,6,500,3000,CUST-101,Acme Corp,Technology,Northeast,John Smith,ACH,Completed,Q1 2023
TXN275,2023-01-09,SKU-1001,Cloud License Annual,4,2000,8000,CUST-102,TechFlow Inc,SaaS,West,Sarah Jones,Wire,Completed,Q1 2023
TXN276,2023-01-12,SKU-1005,Training Enablement,3,800,2400,CUST-103,FinServe Partners,Financial Services,Southeast,Mike Chen,ACH,Completed,Q1 2023
TXN277,2023-01-15,SKU-1002,Support Package Premium,4,1500,6000,CUST-104,DataVault Solutions,Technology,Midwest,Emily Davis,CC,Completed,Q1 2023
TXN278,2023-01-18,SKU-1003,Data Analytics Module,1,5000,5000,CUST-105,Nexus Consulting,Consulting,Southwest,Robert Taylor,ACH,Pending,Q1 2023
TXN279,2023-01-21,SKU-1004,Implementation Services,9,500,4500,CUST-106,CloudBridge LLC,Technology,West,Sarah Jones,CC,Completed,Q1 2023
TXN280,2023-01-24,SKU-1001,Cloud License Annual,7,2000,14000,CUST-107,Meridian Systems,Healthcare,Southeast,Mike Chen,Wire,Completed,Q1 2023
TXN281,2023-01-27,SKU-1005,Training Enablement,5,800,4000,CUST-108,Apex Analytics,Financial Services,Northeast,John Smith,ACH,Completed,Q1 2023
TXN282,2023-01-30,SKU-1002,Support Package Premium,3,1500,4500,CUST-109,Summit Financial,Financial Services,Northeast,John Smith,CC,Completed,Q1 2023
TXN283,2023-02-02,SKU-1003,Data Analytics Module,3,5000,15000,CUST-110,Riverstone Tech,SaaS,West,Sarah Jones,ACH,Completed,Q1 2023
TXN284,2023-02-05,SKU-1004,Implementation Services,11,500,5500,CUST-111,BlueSky Ventures,Technology,Midwest,Emily Davis,CC,Completed,Q1 2023
TXN285,2023-02-08,SKU-1001,Cloud License Annual,5,2000,10000,CUST-112,PeakData Corp,Consulting,Southwest,Robert Taylor,Wire,Completed,Q1 2023
TXN286,2023-02-11,SKU-1005,Training Enablement,4,800,3200,CUST-113,Horizon Group,Healthcare,Southeast,Mike Chen,ACH,Completed,Q1 2023
TXN287,2023-02-14,SKU-1002,Support Package Premium,6,1500,9000,CUST-114,Sterling Partners,Consulting,Northeast,John Smith,CC,Cancelled,Q1 2023
TXN288,2023-02-17,SKU-1003,Data Analytics Module,2,5000,10000,CUST-115,Quantum Analytics,Technology,West,Sarah Jones,ACH,Completed,Q1 2023
TXN289,2023-02-20,SKU-1004,Implementation Services,8,500,4000,CUST-101,Acme Corp,Technology,Northeast,John Smith,CC,Completed,Q1 2023
TXN290,2023-02-23,SKU-1001,Cloud License Annual,6,2000,12000,CUST-102,TechFlow Inc,SaaS,West,Sarah Jones,Wire,Completed,Q1 2023
TXN291,2023-02-26,SKU-1005,Training Enablement,7,800,5600,CUST-103,FinServe Partners,Financial Services,Southeast,Mike Chen,ACH,Completed,Q1 2023
TXN292,2023-03-01,SKU-1002,Support Package Premium,4,1500,6000,CUST-104,DataVault Solutions,Technology,Midwest,Emily Davis,CC,Completed,Q1 2023
TXN293,2023-03-04,SKU-1003,Data Analytics Module,4,5000,20000,CUST-105,Nexus Consulting,Consulting,Southwest,Robert Taylor,ACH,Completed,Q1 2023
TXN294,2023-03-07,SKU-1004,Implementation Services,14,500,7000,CUST-106,CloudBridge LLC,Technology,West,Sarah Jones,CC,Completed,Q1 2023
TXN295,2023-03-10,SKU-1001,Cloud License Annual,8,2000,16000,CUST-107,Meridian Systems,Healthcare,Southeast,Mike Chen,Wire,Pending,Q1 2023
TXN296,2023-03-13,SKU-1005,Training Enablement,5,800,4000,CUST-108,Apex Analytics,Financial Services,Northeast,John Smith,ACH,Completed,Q1 2023
TXN297,2023-03-16,SKU-1002,Support Package Premium,2,1500,3000,CUST-109,Summit Financial,Financial Services,Northeast,John Smith,CC,Completed,Q1 2023
TXN298,2023-03-19,SKU-1003,Data Analytics Module,5,5000,25000,CUST-110,Riverstone Tech,SaaS,West,Sarah Jones,ACH,Completed,Q1 2023
TXN299,2023-03-22,SKU-1004,Implementation Services,7,500,3500,CUST-111,BlueSky Ventures,Technology,Midwest,Emily Davis,CC,Completed,Q1 2023
TXN300,2023-03-25,SKU-1001,Cloud License Annual,3,2000,6000,CUST-112,PeakData Corp,Consulting,Southwest,Robert Taylor,Wire,Completed,Q1 2023
TXN301,2023-07-03,SKU-1005,Training Enablement,6,800,4800,CUST-113,Horizon Group,Healthcare,Southeast,Mike Chen,ACH,Completed,Q3 2023
TXN302,2023-07-06,SKU-1002,Support Package Premium,5,1500,7500,CUST-114,Sterling Partners,Consulting,Northeast,John Smith,CC,Completed,Q3 2023
TXN303,2023-07-09,SKU-1003,Data Analytics Module,2,5000,10000,CUST-115,Quantum Analytics,Technology,West,Sarah Jones,Wire,Completed,Q3 2023
TXN304,2023-07-12,SKU-1004,Implementation Services,18,500,9000,CUST-101,Acme Corp,Technology,Northeast,John Smith,ACH,Completed,Q3 2023
TXN305,2023-07-15,SKU-1001,Cloud License Annual,7,2000,14000,CUST-102,TechFlow Inc,SaaS,West,Sarah Jones,CC,Completed,Q3 2023
TXN306,2023-07-18,SKU-1005,Training Enablement,4,800,3200,CUST-103,FinServe Partners,Financial Services,Southeast,Mike Chen,ACH,Cancelled,Q3 2023
TXN307,2023-07-21,SKU-1002,Support Package Premium,6,1500,9000,CUST-104,DataVault Solutions,Technology,Midwest,Emily Davis,CC,Completed,Q3 2023
TXN308,2023-07-24,SKU-1003,Data Analytics Module,5,5000,25000,CUST-105,Nexus Consulting,Consulting,Southwest,Robert Taylor,ACH,Completed,Q3 2023
TXN309,2023-07-27,SKU-1004,Implementation Services,12,500,6000,CUST-106,CloudBridge LLC,Technology,West,Sarah Jones,CC,Completed,Q3 2023
TXN310,2023-07-30,SKU-1001,Cloud License Annual,9,2000,18000,CUST-107,Meridian Systems,Healthcare,Southeast,Mike Chen,Wire,Completed,Q3 2023
TXN311,2023-08-02,SKU-1005,Training Enablement,7,800,5600,CUST-108,Apex Analytics,Financial Services,Northeast,John Smith,ACH,Completed,Q3 2023
TXN312,2023-08-05,SKU-1002,Support Package Premium,3,1500,4500,CUST-109,Summit Financial,Financial Services,Northeast,John Smith,CC,Completed,Q3 2023
TXN313,2023-08-08,SKU-1003,Data Analytics Module,4,5000,20000,CUST-110,Riverstone Tech,SaaS,West,Sarah Jones,ACH,Pending,Q3 2023
TXN314,2023-08-11,SKU-1004,Implementation Services,10,500,5000,CUST-111,BlueSky Ventures,Technology,Midwest,Emily Davis,CC,Completed,Q3 2023
TXN315,2023-08-14,SKU-1001,Cloud License Annual,5,2000,10000,CUST-112,PeakData Corp,Consulting,Southwest,Robert Taylor,Wire,Completed,Q3 2023
TXN316,2023-08-17,SKU-1005,Training Enablement,8,800,6400,CUST-113,Horizon Group,Healthcare,Southeast,Mike Chen,ACH,Completed,Q3 2023
TXN317,2023-08-20,SKU-1002,Support Package Premium,4,1500,6000,CUST-114,Sterling Partners,Consulting,Northeast,John Smith,CC,Completed,Q3 2023
TXN318,2023-08-23,SKU-1003,Data Analytics Module,6,5000,30000,CUST-115,Quantum Analytics,Technology,West,Sarah Jones,ACH,Completed,Q3 2023
TXN319,2023-08-26,SKU-1004,Implementation Services,15,500,7500,CUST-101,Acme Corp,Technology,Northeast,John Smith,CC,Completed,Q3 2023
TXN320,2023-08-29,SKU-1001,Cloud License Annual,6,2000,12000,CUST-102,TechFlow Inc,SaaS,West,Sarah Jones,Wire,Completed,Q3 2023
TXN321,2023-09-01,SKU-1005,Training Enablement,5,800,4000,CUST-103,FinServe Partners,Financial Services,Southeast,Mike Chen,ACH,Completed,Q3 2023
TXN322,2023-09-04,SKU-1002,Support Package Premium,7,1500,10500,CUST-104,DataVault Solutions,Technology,Midwest,Emily Davis,CC,Completed,Q3 2023
TXN323,2023-09-07,SKU-1003,Data Analytics Module,3,5000,15000,CUST-105,Nexus Consulting,Consulting,Southwest,Robert Taylor,ACH,Completed,Q3 2023
TXN324,2023-09-10,SKU-1004,Implementation Services,9,500,4500,CUST-106,CloudBridge LLC,Technology,West,Sarah Jones,CC,Completed,Q3 2023
TXN325,2023-09-13,SKU-1001,Cloud License Annual,7,2000,14000,CUST-107,Meridian Systems,Healthcare,Southeast,Mike Chen,Wire,Cancelled,Q3 2023
TXN326,2023-09-16,SKU-1005,Training Enablement,6,800,4800,CUST-108,Apex Analytics,Financial Services,Northeast,John Smith,ACH,Completed,Q3 2023
TXN327,2023-09-19,SKU-1002,Support Package Premium,4,1500,6000,CUST-109,Summit Financial,Financial Services,Northeast,John Smith,CC,Completed,Q3 2023
TXN328,2023-09-22,SKU-1003,Data Analytics Module,5,5000,25000,CUST-110,Riverstone Tech,SaaS,West,Sarah Jones,ACH,Completed,Q3 2023
TXN329,2023-09-25,SKU-1004,Implementation Services,13,500,6500,CUST-111,BlueSky Ventures,Technology,Midwest,Emily Davis,CC,Completed,Q3 2023
TXN330,2023-09-28,SKU-1001,Cloud License Annual,4,2000,8000,CUST-112,PeakData Corp,Consulting,Southwest,Robert Taylor,Wire,Completed,Q3 2023
TXN331,2023-10-02,SKU-1005,Training Enablement,5,800,4000,CUST-113,Horizon Group,Healthcare,Southeast,Mike Chen,ACH,Completed,Q4 2023
TXN332,2023-10-05,SKU-1002,Support Package Premium,5,1500,7500,CUST-114,Sterling Partners,Consulting,Northeast,John Smith,CC,Completed,Q4 2023
TXN333,2023-10-08,SKU-1003,Data Analytics Module,4,5000,20000,CUST-115,Quantum Analytics,Technology,West,Sarah Jones,Wire,Completed,Q4 2023
TXN334,2023-10-11,SKU-1004,Implementation Services,17,500,8500,CUST-101,Acme Corp,Technology,Northeast,John Smith,ACH,Completed,Q4 2023
TXN335,2023-10-14,SKU-1001,Cloud License Annual,8,2000,16000,CUST-102,TechFlow Inc,SaaS,West,Sarah Jones,CC,Pending,Q4 2023
TXN336,2023-10-17,SKU-1005,Training Enablement,6,800,4800,CUST-103,FinServe Partners,Financial Services,Southeast,Mike Chen,ACH,Completed,Q4 2023
TXN337,2023-10-20,SKU-1002,Support Package Premium,3,1500,4500,CUST-104,DataVault Solutions,Technology,Midwest,Emily Davis,CC,Completed,Q4 2023
TXN338,2023-10-23,SKU-1003,Data Analytics Module,7,5000,35000,CUST-105,Nexus Consulting,Consulting,Southwest,Robert Taylor,ACH,Completed,Q4 2023
TXN339,2023-10-26,SKU-1004,Implementation Services,11,500,5500,CUST-106,CloudBridge LLC,Technology,West,Sarah Jones,CC,Completed,Q4 2023
TXN340,2023-10-29,SKU-1001,Cloud License Annual,5,2000,10000,CUST-107,Meridian Systems,Healthcare,Southeast,Mike Chen,Wire,Completed,Q4 2023
TXN341,2023-11-01,SKU-1005,Training Enablement,4,800,3200,CUST-108,Apex Analytics,Financial Services,Northeast,John Smith,ACH,Completed,Q4 2023
TXN342,2023-11-04,SKU-1002,Support Package Premium,6,1500,9000,CUST-109,Summit Financial,Financial Services,Northeast,John Smith,CC,Completed,Q4 2023
TXN343,2023-11-07,SKU-1003,Data Analytics Module,3,5000,15000,CUST-110,Riverstone Tech,SaaS,West,Sarah Jones,ACH,Completed,Q4 2023
TXN344,2023-11-10,SKU-1004,Implementation Services,8,500,4000,CUST-111,BlueSky Ventures,Technology,Midwest,Emily Davis,CC,Cancelled,Q4 2023
TXN345,2023-11-13,SKU-1001,Cloud License Annual,7,2000,14000,CUST-112,PeakData Corp,Consulting,Southwest,Robert Taylor,Wire,Completed,Q4 2023
TXN346,2023-11-16,SKU-1005,Training Enablement,8,800,6400,CUST-113,Horizon Group,Healthcare,Southeast,Mike Chen,ACH,Completed,Q4 2023
TXN347,2023-11-19,SKU-1002,Support Package Premium,4,1500,6000,CUST-114,Sterling Partners,Consulting,Northeast,John Smith,CC,Completed,Q4 2023
